business_id,name,address,city,state,type,statut,date_statut,latitude,longitude,x,y
101,LES TESTA,12322   Boulevard Rodolphe-Forget ,Montréal,"Québec, Canada",Distributrice automatique,Ouvert,2003-11-23 00:00:00,45.350661,-73.580261,228544.13,5056754.99
